config_id,sample_idx,stepsize,beta,phase,steps,sweeps,state_rms_to_final,hidden_rms_to_final,output_rms_to_final,output_mse_to_target,target_digit,prediction,score_margin
4,5,0.1,0.2,free,16000,100.0,0.16994968,0.4019945,0.44366372,18.94294,9,0,0.13243604
4,5,0.1,0.2,free,32000,200.0,0.06753376,0.15092579,0.19824052,28.99539,9,1,0.39479196
4,5,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,31.075382,9,4,0.08248806
4,6,0.1,0.2,free,3200,20.0,0.3467721,0.85424584,0.8054275,11.771624,2,4,0.42360532
4,6,0.1,0.2,free,8000,50.0,0.2710526,0.62424016,0.7515674,13.111953,2,4,0.26163185
4,6,0.1,0.2,free,16000,100.0,0.18697967,0.38873562,0.60970706,14.704228,2,4,0.43330586
4,6,0.1,0.2,free,32000,200.0,0.078911,0.15711515,0.27000073,21.246277,2,4,1.4271615
4,6,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,26.460989,2,4,1.2417605
4,7,0.1,0.2,free,3200,20.0,0.32486013,0.813867,0.7095539,14.924539,1,1,0.6993116
4,7,0.1,0.2,free,8000,50.0,0.23997302,0.5668764,0.62849635,17.172785,1,1,0.4855398
4,7,0.1,0.2,free,16000,100.0,0.15792237,0.35289356,0.46364856,22.630924,1,4,0.27308738
4,7,0.1,0.2,free,32000,200.0,0.06387154,0.12713975,0.2185964,27.83551,1,4,0.98590326
4,7,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,30.93938,1,4,1.8121253
4,8,0.1,0.2,free,3200,20.0,0.32315248,0.813434,0.6924341,17.316847,3,4,1.2369412
4,8,0.1,0.2,free,8000,50.0,0.25344163,0.6013529,0.6565171,16.96923,3,4,1.6611378
4,8,0.1,0.2,free,16000,100.0,0.17340082,0.3746712,0.5370899,18.542837,3,4,2.9802442
4,8,0.1,0.2,free,32000,200.0,0.080030866,0.1624569,0.26829064,23.83461,3,4,3.0891554
4,8,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,26.823008,3,4,2.3288684
4,9,0.1,0.2,free,3200,20.0,0.31914756,0.7868468,0.7391872,14.971685,1,5,0.09508765
4,9,0.1,0.2,free,8000,50.0,0.24688804,0.5694211,0.68248516,16.449015,1,8,0.00052309036
4,9,0.1,0.2,free,16000,100.0,0.16739102,0.35045403,0.5411211,21.307442,1,4,0.48854136
4,9,0.1,0.2,free,32000,200.0,0.076841,0.13811935,0.28655928,24.81228,1,4,1.640907
4,9,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,28.865807,1,4,1.5476065
4,10,0.1,0.2,free,3200,20.0,0.34322885,0.84724176,0.7916856,11.454203,4,4,0.17663085
4,10,0.1,0.2,free,8000,50.0,0.2643864,0.61609906,0.7147796,10.349087,4,4,0.84138584
4,10,0.1,0.2,free,16000,100.0,0.17909302,0.3919427,0.5441475,10.087423,4,4,1.9979423
4,10,0.1,0.2,free,32000,200.0,0.07980303,0.16986337,0.25246075,15.340635,4,4,2.043851
4,10,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,20.859657,4,4,1.2300406
4,11,0.1,0.2,free,3200,20.0,0.34619313,0.874702,0.7301656,14.1177,3,2,0.04640889
4,11,0.1,0.2,free,8000,50.0,0.26254964,0.63202536,0.65454876,15.556813,3,4,0.12047607
4,11,0.1,0.2,free,16000,100.0,0.17036183,0.3810791,0.49928206,21.416296,3,4,0.20639467
4,11,0.1,0.2,free,32000,200.0,0.07185453,0.13994814,0.2511814,28.40758,3,4,0.3047284
4,11,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,32.56716,3,4,0.06401253
4,12,0.1,0.2,free,3200,20.0,0.32484156,0.7993336,0.7573094,13.290819,5,5,0.11996162
4,12,0.1,0.2,free,8000,50.0,0.24244243,0.55499166,0.6805303,15.475375,5,4,0.41155672
4,12,0.1,0.2,free,16000,100.0,0.16486749,0.3440773,0.53508025,18.422174,5,4,1.2026985
4,12,0.1,0.2,free,32000,200.0,0.073384844,0.1397276,0.26176798,23.682346,5,4,2.537662
4,12,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,30.84235,5,4,2.1865957
4,13,0.1,0.2,free,3200,20.0,0.32860857,0.82813203,0.7007172,16.891073,3,0,1.870429
4,13,0.1,0.2,free,8000,50.0,0.25351033,0.6070808,0.64114857,17.91528,3,0,1.7588774
4,13,0.1,0.2,free,16000,100.0,0.17274891,0.3728793,0.5358719,18.650206,3,0,1.4987922
4,13,0.1,0.2,free,32000,200.0,0.08187048,0.16100684,0.283577,21.807848,3,0,0.57216954
4,13,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,24.33133,3,4,0.33231986
4,14,0.1,0.2,free,3200,20.0,0.32014284,0.78998977,0.7392881,16.282124,6,4,0.31045377
4,14,0.1,0.2,free,8000,50.0,0.24451736,0.57194424,0.65547985,17.073051,6,4,0.8407248
4,14,0.1,0.2,free,16000,100.0,0.15688123,0.32275477,0.5180007,19.452612,6,4,1.4524405
4,14,0.1,0.2,free,32000,200.0,0.069042616,0.13669439,0.23757605,27.698208,6,4,2.8401666
4,14,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,34.11941,6,4,2.334938
4,15,0.1,0.2,free,3200,20.0,0.34239182,0.8295566,0.8379657,11.8835745,1,7,1.2771908
4,15,0.1,0.2,free,8000,50.0,0.26160103,0.5823442,0.77310675,12.068374,1,7,0.91826814
4,15,0.1,0.2,free,16000,100.0,0.17727345,0.3429427,0.62355554,12.878968,1,7,0.40941954
4,15,0.1,0.2,free,32000,200.0,0.07234609,0.1363229,0.26032594,19.849407,1,7,0.29250264
4,15,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,26.32323,1,4,0.6582117
4,16,0.1,0.2,free,3200,20.0,0.32288945,0.7860746,0.77893484,11.952961,7,7,0.65245366
4,16,0.1,0.2,free,8000,50.0,0.25260046,0.58876795,0.6825703,12.934003,7,7,0.7702582
4,16,0.1,0.2,free,16000,100.0,0.16562225,0.35828403,0.51211613,17.140362,7,7,0.54876876
4,16,0.1,0.2,free,32000,200.0,0.065252006,0.13810228,0.2080095,25.310099,7,7,0.38354897
4,16,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,30.668306,7,7,0.29980874
